hazard,od_disconnected_abs,od_disconnected_pc (%),origin_disconnected_abs,origin_disconnected_pc (%),destination_disconnected_abs,destination_disconnected_pc (%),max_increase_abs,min_increase_abs,mean_increase_abs,median_increase_abs,max_increase_pc (%),min_increase_pc (%),mean_increase_pc (%),median_increase_pc (%)
EV1_ma,"A_184,A_205,A_225   NaN
A_189               NaN
A_209               NaN
A_210               NaN
A_211               NaN
                     ..
B_1                 NaN
B_2                 NaN
B_3                 NaN
B_4                 NaN
B_5,B_6             NaN
Length: 102, dtype: float64","A_184,A_205,A_225   NaN
A_189               NaN
A_209               NaN
A_210               NaN
A_211               NaN
                     ..
B_1                 NaN
B_2                 NaN
B_3                 NaN
B_4                 NaN
B_5,B_6             NaN
Length: 102, dtype: float64","origin
A_184,A_205,A_225    18.0
A_189                 NaN
A_209                 2.0
A_210                 NaN
A_211                 2.0
                     ... 
A_342                 2.0
A_343                 2.0
A_344                 2.0
A_345                 2.0
A_346                 2.0
Name: origin_count, Length: 96, dtype: float64","origin
A_184,A_205,A_225    28.571429
A_189                      NaN
A_209                28.571429
A_210                      NaN
A_211                28.571429
                       ...    
A_342                28.571429
A_343                28.571429
A_344                28.571429
A_345                28.571429
A_346                28.571429
Name: origin_count, Length: 96, dtype: float64","destination
B_0         NaN
B_1        21.0
B_2        21.0
B_3         NaN
B_4        21.0
B_5,B_6    84.0
Name: destination_count, dtype: float64","destination
B_0              NaN
B_1        21.428571
B_2        21.428571
B_3              NaN
B_4        21.428571
B_5,B_6    21.428571
Name: destination_count, dtype: float64",9415.0,0.0,923.4866666666667,0.0,1932.3076923076924,0.0,50.03840974670467,0.0
